"Crop","ScientificName","Symbol","NuContAvailable","PlantPartHarvested","CropCategory","YieldUnit","AvYieldUnitWeight(lb)","AvMoisture%","AvN%(dry)","AvP%(dry)","AvK%(dry)","YieldUnitWeight(lb)_set","YieldUnitWeight(lb)_Bau","YieldUnitWeight(lb)_Joh","YieldUnitWeight(lb)_Roberts","YieldUnitWeight(lb)_WEEP","YieldUnitWeight(lb)_Men","YieldUnitWeight(lb)_Guy","YieldUnitWeight(lb)_Mc","YieldUnitWeight(lb)_Mah","YieldUnitWeight(lb)_Sha","YieldUnitWeight(lb)_Sch","YieldUnitWeight(lb)_Atu","YieldUnitWeight(lb)_Zim","YieldUnitWeight(lb)_Scu","YieldUnitWeight(lb)_John","YieldUnitWeight(lb)_Arc","DryMatter%_M-FF","DryMatter%_NAS","DryMatter%_F&L","DryMatter%_F&N","DryMatter%_Alb","DryMatter%_Est1","DryMatter%_Est2","DryMatter%_Est3","DryMatter%_Est4","DryMatter%_Est5","DryMatter%_Est6","DryMatter%_M&R","DryMatter%_M&L","DryMatter%_Sun","DryMatter%_Gro","DryMatter%_AgH8-9","DryMatter%_AgH8-12","DryMatter%_B788","AvDryMatter%","N%(dry)_NAS","N%(dry)_F&L","N%(dry)_F&N","N%(dry)_Swa","N%(dry)_Chapko","N%(dry)_Hill","N%(dry)_Bru","N%(dry)_AgH8-9","N%(dry)_AgH8-12","N%(dry)_B788","N%(dry)_M&L","N%(dry)_M-FF","N%(dry)_M&R","N%(dry)_Foster","N%(dry)_Rob1","N%(dry)_Rob2","N%(dry)_Coa","N%(dry)_And","N%(dry)_Gol1","N%(dry)_Gol2","N%(dry)_Wol","N%(dry)_Pete","N%(dry)_Col","N%(dry)_Alb","N%(dry)_Arc","N%(dry)_Bis","N%(dry)_Gar","N%(dry)_Heg","N%(dry)_Flo","N%(dry)_Feil","N%(dry)_Bre","N%(dry)_Burns","N%(dry)_Coc","P%(dry)_M-FF","P%(dry)_NAS","P%(dry)_F&L","P%(dry)_F&N","P%(dry)_AgH8-9","P%(dry)_AgH8-12","P%(dry)_B788","P%(dry)_M&L","P%(dry)_L&V","P%(dry)_Foster","P%(dry)_Rob1","P%(dry)_Rob2","P%(dry)_Coa","P%(dry)_And","P%(dry)_Gol1","P%(dry)_Gol2","P%(dry)_Sims","P%(dry)_Wol","P%(dry)_Pete","P%(dry)_Col","P%(dry)_Alb","P%(dry)_Arc","P%(dry)_Swa","P%(dry)_Rei","K%(dry)_M-FF","K%(dry)_NAS","K%(dry)_F&L","K%(dry)_F&N","K%(dry)_AgH8-9","K%(dry)_AgH8-12","K%(dry)_B788","K%(dry)_Foster","K%(dry)_Rob1","K%(dry)_Rob2","K%(dry)_Coa","K%(dry)_And","K%(dry)_Gol1","K%(dry)_Gol2","K%(dry)_Sims","K%(dry)_Wol","K%(dry)_Pete","K%(dry)_Col","K%(dry)_Alb","K%(dry)_Arc","K%(dry)_Swa","K%(dry)_Rei","Moisture%_M&R","Moisture%_M&L","Moisture%_Sun","Moisture%_Gro","gWater/100g_AgH8-9","gWater/100g_AgH8-12","gWater/100g_B788","Protein%(dry)_NAS","Protein%(dry)_F&L","Protein%(dry)_F&N","Protein%(dry)_Swa","Protein%(dry)_Chapko","Protein%(dry)_Hill","Protein%(dry)_Bru","Protein%(dry)_Bis","Protein%(dry)_Gar","Protein%(dry)_Heg","Protein%(dry)_Flo","Protein%(dry)_Feil","Protein%(dry)_Bre","Protein%(dry)_Burns","gProtein/100g(wet)_AgH8-9","gProtein/100g(wet)_AgH8-12","gProtein/100g(wet)_B788","Protein%(wet)_M&L","N%(wet)_M-FF","P%(wet)_M-FF","gP/100g(wet)_AgH8-9","gP/100g(wet)_AgH8-12","gP/100g(wet)_B788","P%(wet)_M&L","K%(wet)_M-FF","gK/100g(wet)_AgH8-9","gK/100g(wet)_AgH8-12","gK/100g(wet)_B788"
"Sweetclover, for green chop (mid bloom)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","70.80","2.688","0.24","1.44","2,000",,,,,,,,,,,,,,,,,"29.2",,,,,,,,,,,,,,,,,"29.20","2.688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.24",,,,,,,,,,,,,,,,,,,,,,,,"1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for green chop (pre bloom)","Melilotus sp.","MELIL","N,P","Aboveground biomass","Forage","ton","2000","79.20","3.152","0.48","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"20.8",,,,,,,,,,,,,,,,,"20.80","3.152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for green chop (vegetative)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","80.30","3.472","0.44","2.95","2,000",,,,,,,,,,,,,,,,,"19.7",,,,,,,,,,,,,,,,,"19.70","3.472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,"2.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for hay","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","10.42","2.6497123353","0.23605510868","1.6525599129","2,000",,,,,,,,,,,,,,,,"91.8","91.3","88.5","89",,,,,,,,"85","91.9",,,,,,"89.58","2.624","2.464","2.464",,,,,,,,"2.8204570185","2.8758169935","2.65",,,,,,,,,,,,,,,,,,,,,"0.28322440087","0.27","0.27","0.27",,,,"0.087051142546",,,,,,,,,,,,,,,,,"1.7102396514","1.84","1.53","1.53",,,,,,,,,,,,,,,,,,,"15","8.1",,,,,,"16.4","15.4","15.4",,,,,,,,,,,,,,,"16.2","2.64","0.26",,,,"0.08","1.57",,,
"Sweetclover, for hay (early bloom)","Melilotus sp.","MELIL","N","Aboveground biomass","Forage","ton","2000","17.40","2.768","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"82.6","82.6",,,,,,,,,,,,,,,,"82.60","2.848","2.688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.8","16.8",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for hay (full bloom)","Melilotus sp.","MELIL","N","Aboveground biomass","Forage","ton","2000","11.10","2.064","#DIV/0!","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"88.9","88.9",,,,,,,,,,,,,,,,"88.90","2.064","2.064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.9","12.9",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for hay (mature)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","8.95","1.824","0.185","0.8","2,000",,,,,,,,,,,,,,,,,"90.6","91.5",,,,,,,,,,,,,,,,"91.05","1.712","1.936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.19","0.18",,,,,,,,,,,,,,,,,,,,,,,"0.8","0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,"10.7","12.1",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for hay (vegetative)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","9.80","2.576","0.295","1.78","2,000",,,,,,,,,,,,,,,,,"90.2",,,,,,,,,,,,,,,,,"90.20","2.576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.295",,,,,,,,,,,,,,,,,,,,,,,,"1.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for seed","Melilotus sp.","MELIL","N","Seed","Forage","cwt","100","7.80","6.4909501085","#DIV/0!","#DIV/0!","100",,,,,,,,,,,,,,,,"92.2","92.2",,,,,,,,,,,,,,,,,"92.20","6.496",,,,,,,,,,,"6.4859002169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6",,,,,,,,,,,,,,,,,,"5.98",,,,,,,,,
"Sweetclover, for silage","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","70.70","2.8570559284","0.21","1.955","2,000",,,,,,,,,,,,,,,,,"30.1",,"28",,,,,,,,,"29.8",,,,,,"29.30","3.008",,"2.288",,,,,,,,"3.2751677852",,,,,,,,,,,,,,,,,,,,,,,,"0.21",,"0.21",,,,,,,,,,,,,,,,,,,,,,"1.95",,"1.96",,,,,,,,,,,,,,,,,,,,"70.2",,,,,,"18.8",,"14.3",,,,,,,,,,,,,,,"6.1",,,,,,,,,,
"Sweetclover, for silage (early bloom)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","72.80","3.424","0.25","1.95","2,000",,,,,,,,,,,,,,,,,"27.2",,,,,,,,,,,,,,,,,"27.20","3.424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,"1.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for silage (full bloom)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","68.60","2.992","0.235","1.695","2,000",,,,,,,,,,,,,,,,,"30.1","32.7",,,,,,,,,,,,,,,,"31.40","2.992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25","0.22",,,,,,,,,,,,,,,,,,,,,,,"1.95","1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,"18.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweetclover, for silage (pre bloom)","Melilotus sp.","MELIL","N,P,K","Aboveground biomass","Forage","ton","2000","65.20","3.44","0.25","1.95","2,000",,,,,,,,,,,,,,,,,"34.8",,,,,,,,,,,,,,,,,"34.80","3.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,"1.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Switchgrass, for green chop","Panicum virgatum","PAVI2","N,P","Aboveground biomass","Forage","ton","2000","44.85","0.944","0.09","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"55.3",,"55",,,,,,,,,,,,,,,"55.15","0.864",,"1.024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.4",,"6.4",,,,,,,,,,,,,,,,,,,,,,,,,
"Switchgrass, for green chop ( mature)","Panicum virgatum","PAVI2","N,P,K","Aboveground biomass","Forage","ton","2000","58.07","0.81631746032","0.15","1.97","2,000",,,,,,,,,,,,,,,,"42","42","41.8",,,,,,,,,,,,,,,,"41.93","0.88","0.688",,,,,,,,,,"0.88095238095",,,,,,,,,,,,,,,,,,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,,,,,,"1.97",,,,,,,,,,,,,,,,,,,,,,,,,,,"5.5","4.3",,,,,,,,,,,,,,,,,"0.37",,,,,,,,,
"Switchgrass, for green chop (full bloom)","Panicum virgatum","PAVI2","N,P","Aboveground biomass","Forage","ton","2000","60.40","1.008","0.12","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"39.6",,,,,,,,,,,,,,,,,"39.60","1.008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Switchgrass, for green chop (over ripe)","Panicum virgatum","PAVI2","N,P","Aboveground biomass","Forage","ton","2000","23.30","0.304","0.05","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"76.7",,,,,,,,,,,,,,,,,"76.70","0.304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Switchgrass, for green chop (vegetative)","Panicum virgatum","PAVI2","N,P,K","Aboveground biomass","Forage","ton","2000","67.27","1.6428051948","0.215","2.85","2,000",,,,,,,,,,,,,,,,"38.5","33.2","26.5",,,,,,,,,,,,,,,,"32.73","1.728","1.616",,,,,,,,,,"1.5844155844",,,,,,,,,,,,,,,,,,,,,,,"0.2","0.23",,,,,,,,,,,,,,,,,,,,,,,,"2.85",,,,,,,,,,,,,,,,,,,,,,,,,,,"10.8","10.1",,,,,,,,,,,,,,,,,"0.61",,,,,,,,,
"Tamarind","Tamarindus indica","TAIN2","N,P,K","Fruit","Tree and fruit","lb of fruit","1","31.40","0.65306122449","0.16472303207","0.91545189504","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.60",,,"68.60",,,,,,,,"0.65306122449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.16472303207",,,,,,,,,,,,,,,,,,,,,,,,"0.91545189504",,,,,,,,,,,,,,,,,,,,,,"31.4",,,,,,,,,,,,,,,,,"2.8",,,,,,"0.113",,,,,"0.628",,
"Tangerine","Citrus reticulata","CIRE3","N,P,K","Fruit","Tree and fruit","lb of fruit ","1","87.60","0.81290322581","0.08064516129","1.2661290323","43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.40",,,"12.40",,,,,,,,"0.81290322581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.08064516129",,,,,,,,,,,,,,,,,,,,,,,,"1.2661290323",,,,,,,,,,,,,,,,,,,,,,"87.6",,,,,,,,,,,,,,,,,"0.63",,,,,,"0.01",,,,,"0.157",,
"Taro, for corm","Colocasia esculenta","COES","N,P","Corm","Vegetable","lb of corm","1","72.00","0.864","0.265","#DIV/0!","10",,,,,,,,,,,,,,,,,,,"28",,,,,,,,,,,,,,,"28.00",,,"0.864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25",,,,,"0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.4",,,,,,,,,,,,,,,,,,,,,,,,,
"Taro-Pink, for corm","Colocasia esculenta","COES","N,P,K","Corm","Vegetable","lb of corm","1","80.00","0.8","0.535","2.5","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.00","20.00",,,,,,,,,,"0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.535",,,,,,,,,,,,,,,,,,,,,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,"80",,,,,,,,,,,,,,,,,"1",,,,,,"0.107",,,,,"0.5"
"Taro-White, for corm","Colocasia esculenta","COES","N,P,K","Corm","Vegetable","lb of corm","1","82.00","1.7777777778","0.33333333333","3.9444444444","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.00","18.00",,,,,,,,,,"1.7777777778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.33333333333",,,,,,,,,,,,,,,,,,,,,,,,"3.9444444444",,,,,,,,,,,,,,,,,,,,,,"82",,,,,,,,,,,,,,,,,"2",,,,,,"0.06",,,,,"0.71"
"Timothy + Alfalfa, for green chop (50% alfalfa)","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","78.08","3.3647488584","0.36882420091","2.2393607306","2,000",,,,,,,,,,,,,,,,"21.9","21.9","21.9","22",,,,,,,,,,,,,,,"21.93","3.36","3.36","3.36",,,,,,,,,"3.3789954338",,,,,,,,,,,,,,,,,,,,,,"0.36529680365","0.37","0.37","0.37",,,,,,,,,,,,,,,,,,,,,"2.2374429224","2.24","2.24","2.24",,,,,,,,,,,,,,,,,,,,,,,,,,"21","21","21",,,,,,,,,,,,,,,,"0.74","0.08",,,,,"0.49",,,
"Timothy + Alfalfa, for hay","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","10.37","2.1728869048","0.21107142857","2.16","2,000",,,,,,,,,,,,,,,,"89.6","89","90.3",,,,,,,,,,,,,,,,"89.63","2.192","2.128",,,,,,,,,,"2.1986607143",,,,,,,,,,,,,,,,,,,,,,"0.22321428571","0.2","0.21",,,,,,,,,,,,,,,,,,,,,,,,"2.16",,,,,,,,,,,,,,,,,,,,,,,,,,,"13.7","13.3",,,,,,,,,,,,,,,,,"1.97","0.2",,,,,,,,
"Timothy + Alfalfa, for hay (cut 1)","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P","Aboveground biomass","Forage","ton","2000","9.80","1.792","0.14","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"90.2","90.2",,,,,,,,,,,,,,,,"90.20","1.792","1.792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.14","0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.2","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy + Alfalfa, for hay (cut 2)","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P","Aboveground biomass","Forage","ton","2000","9.00","2.8","0.21","#DIV/0!","2,000",,,,,,,,,,,,,,,,,"91","91",,,,,,,,,,,,,,,,"91.00","2.8","2.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.21","0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.5","17.5",,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy + Clover, for hay","Phleum pratense, Trifolium sp.","PHPR3, TRIFO","N,P,K","Aboveground biomass","Forage","ton","2000","11.10","1.488","0.17","1.81","2,000",,,,,,,,,,,,,,,,,"88.9",,,,,,,,,,,,,,,,,"88.90","1.488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,"1.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy + Clover-Red, for hay","Phleum pratense, Trifolium partense","PHPR3, TRPR2","P,K","Aboveground biomass","Forage","ton","2000","9.60","#DIV/0!","0.17","1.52","2,000",,,,,,,,,,,,,,,,,"90.4",,,,,,,,,,,,,,,,,"90.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,,,,,,"1.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy + Clover-White-Ladino type, for silage","Phleum pratense, Trifolium repens","PHPR3, TRRE3","N,P,K","Aboveground biomass","Forage","ton","2000","70.60","3.168","0.2","2.22","2,000",,,,,,,,,,,,,,,,,"29.4",,,,,,,,,,,,,,,,,"29.40","3.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,"2.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for green chop","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","72.40","2.048","0.38","2.09","2,000",,,,,,,,,,,,,,,,,"27.6",,,,,,,,,,,,,,,,,"27.60","2.048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,,,,,,"2.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for green chop (early to mid bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","73.05","1.578","0.3","2.06","2,000",,,,,,,,,,,,,,,,,"28.9",,,,,,,,,,"25",,,,,,,"26.95","1.456",,,,,,,,,,,,"1.7",,,,,,,,,,,,,,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,"2.06",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,"9.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for green chop (late bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","73.65","1.065","0.21","1.68","2,000",,,,,,,,,,,,,,,,,"27.7",,,,,,,,,,"25",,,,,,,"26.35","0.88",,,,,,,,,,,,"1.25",,,,,,,,,,,,,,,,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,"1.68",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,"5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for green chop (mature)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","69.60","0.963","0.18","1.57","2,000",,,,,,,,,,,,,,,,,"35.8",,,,,,,,,,"25",,,,,,,"30.40","0.976",,,,,,,,,,,,"0.95",,,,,,,,,,,,,,,,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,,,,,,"1.57",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,"6.1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for green chop (vegetative)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","74.45","2.406","0.43","2.54","2,000",,,,,,,,,,,,,,,,,"26.1",,,,,,,,,,"25",,,,,,,"25.55","2.512",,,,,,,,,,,,"2.3",,,,,,,,,,,,,,,,,,,,,,"0.43",,,,,,,,,,,,,,,,,,,,,,,,"2.54",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,"15.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for hay","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","9.48","1.2005445507","0.16744775704","1.6291292135","2,000",,,,,,,,,,,,,,,,"89","88.6","91.1","91",,,,,,,,,"92.9",,,,,,"90.52","1.136","1.2","1.184",,,,,,,,"1.2917115178","1.191011236",,,,,,,,,,,,,,,,,,,,,,"0.15730337079","0.16","0.19","0.19",,,,"0.13993541442",,,,,,,,,,,,,,,,,"1.7865168539","1.59","1.57","1.57",,,,,,,,,,,,,,,,,,,,"7.1",,,,,,"7.1","7.5","7.4",,,,,,,,,,,,,,,"7.5","1.06","0.14",,,,"0.13","1.59",,,
"Timothy, for hay (full bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","12.20","1.2052134831","0.23367977528","1.8263483146","2,000",,,,,,,,,,,,,,,,"89","86.6","89.4","89",,,,,,,,"85",,,,,,,"87.80","1.216","1.232","1.232",,,,,,,,,"1.1460674157","1.2",,,,,,,,,,,,,,,,,,,,,"0.22471910112","0.23","0.24","0.24",,,,,,,,,,,,,,,,,,,,,"1.6853932584","1.63","1.99","2",,,,,,,,,,,,,,,,,,,"15",,,,,,,"7.6","7.7","7.7",,,,,,,,,,,,,,,,"1.02","0.2",,,,,"1.5",,,
"Timothy, for hay (mature)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","13.08","0.95226404494","0.16951310861","1.5880898876","2,000",,,,,,,,,,,,,,,,"89","83.8","89.9",,,,,,,,,"85",,,,,,,"86.92","0.88","1.024",,,,,,,,,,"0.95505617978","0.95",,,,,,,,,,,,,,,,,,,,,"0.16853932584","0.17","0.17",,,,,,,,,,,,,,,,,,,,,,"1.5842696629","1.58","1.6",,,,,,,,,,,,,,,,,,,,"15",,,,,,,"5.5","6.4",,,,,,,,,,,,,,,,,"0.85","0.15",,,,,"1.41",,,
"Timothy, for hay (mid bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","11.96","1.5409573034","0.22148876404","1.82","2,000",,,,,,,,,,,,,,,,"89","88.1","89.1","89",,,,,,,,"85",,,,,,,"88.04","1.68","1.552","1.552",,,,,,,,,"1.3707865169","1.55",,,,,,,,,,,,,,,,,,,,,"0.23595505618","0.19","0.23","0.23",,,,,,,,,,,,,,,,,,,,,,,"1.82","1.82",,,,,,,,,,,,,,,,,,,"15",,,,,,,"10.5","9.7","9.7",,,,,,,,,,,,,,,,"1.22","0.21",,,,,,,,
"Timothy, for hay (pre bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","12.28","2.0527146067","0.4","3.05","2,000",,,,,,,,,,,,,,,,"89","86.3","89.3","89",,,,,,,,"85",,,,,,,"87.72","1.824","2.224","2.224",,,,,,,,,"1.7415730337","2.25",,,,,,,,,,,,,,,,,,,,,,,"0.4","0.4",,,,,,,,,,,,,,,,,,,,,,,"3.05","3.05",,,,,,,,,,,,,,,,,,,"15",,,,,,,"11.4","13.9","13.9",,,,,,,,,,,,,,,,"1.55",,,,,,,,,
"Timothy, for hay (vegetative)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","13.65","2.25","0.34","1.9","2,000",,,,,,,,,,,,,,,,,"87.7",,,,,,,,,,"85",,,,,,,"86.35",,,,,,,,,,,,,"2.25",,,,,,,,,,,,,,,,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,,,,,,"1.9",,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for silage","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","66.70","1.6970701187","0.29031553398","1.6857119741","2,000",,,,,,,,,,,,,,,,"30.9","34","34.3","34",,,,,,,,,,,,,,,"33.30","1.696",,"1.68",,,,,,,,,"1.715210356",,,,,,,,,,,,,,,,,,,,,,"0.29126213592","0.29","0.29","0.29",,,,,,,,,,,,,,,,,,,,,"1.6828478964","1.68","1.69","1.69",,,,,,,,,,,,,,,,,,,,,,,,,,"10.6",,"10.5",,,,,,,,,,,,,,,,"0.53","0.09",,,,,"0.52",,,
"Timothy, for silage (boot)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","66.30","1.5","0.24","1.59","2,000",,,,,,,,,,,,,,,,,"33.7",,,,,,,,,,,,,,,,,"33.70",,,,,,,,,,,,,,"1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.24",,,,,,,,,,,,,,,,,,,,,,"1.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for silage (early bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","63.70","1.632","0.29","1.69","2,000",,,,,,,,,,,,,,,,,"36.3",,,,,,,,,,,,,,,,,"36.30","1.632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,"1.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"10.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timothy, for silage (full bloom)","Phleum pratense","PHPR3","N,P,K","Aboveground biomass","Forage","ton","2000","64.30","1.552","0.29","1.69","2,000",,,,,,,,,,,,,,,,,"35.7",,,,,,,,,,,,,,,,,"35.70","1.552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,,,,,,,"1.69",,,,,,,,,,,,,,,,,,,,,,,,,,,"9.7",,,,,,,,,,,,,,,,,,,,,,,,,,,
